   354   234   237
   234    62   237
   237    62    63
     0   358   356
   356   358   354
   239   354   358
   237   356   354
   239    36   234
   234   354   239
   234    77    62
    36    77   234
   235    63    24
     1   462   355
   462    25   355
   355    25   236
   236   235   355
     0   356   463
   237   236   356
   236    25   356
   356    25   463
   237    63   235
   235   236   237
   238    64    78
    24    64   238
   357   238   242
   238    78   242
   242    78    79
     1   355   365
   365   355   357
   235   357   355
   242   365   357
   235    24   238
   238   357   235
     0   468   358
   468    37   358
   358    37   240
   240   239   358
     2   359   469
   241   240   359
   240    37   359
   359    37   469
   239   240   241
   241    82   239
   239    82    36
   159   157   360
   360   157   162
   163   360   162
   360    56   363
   363   159   360
   163   161   361
   361   161   167
   166   361   167
   361    56   360
   360   163   361
   166   165   362
   362   165   169
   168   362   169
   362    56   361
   361   166   362
   168   155   363
   363   155   158
   159   363   158
   363    56   362
   362   168   363
   243   244   242
   242    79   243
   243    79    39
     3    81   364
    81    38   364
   364    38   244
   244   243   364
     1   365    80
   242   244   365
   244    38   365
   365    38    80
     2   368   359
   359   368   366
   248   366   368
   241   359   366
   248    27   245
   245   366   248
   245    65    83
    27    65   245
   366   245   241
   245    83   241
   241    83    82
     3   367   467
   247   246   367
   246    26   367
   367    26   467
   248   246   247
   247    66   248
   248    66    27
     2   466   368
   466    26   368
   368    26   246
   246   248   368
   243    39   249
   249   369   243
   249    84    67
    39    84   249
   369   249   247
   249    67   247
   247    67    66
     3   364   367
   367   364   369
   243   369   364
   247   367   369
   370    87   371
   371   250   370
   250    27   370
     4   376    87
    87   376   371
   252   371   376
    86    85   252
   252    85   250
   250   371   252
    85    65   250
    27   250    65
    88   251   375
     5    68    88
    88    68   251
    68    28   251
     4    87   455
   251    28    87
    87    28   455
    27    66   370
   370    66   375
   375   251   370
   370   251    87
    67    84   372
   372    84    89
   373   255   374
   374   372   373
   372    89   373
   373    89    94
     5    88   255
   255    88   374
   372   374    88
    66    67   375
   375    67   372
   372    88   375
     4    91   376
    91    40   376
   376    40   253
   253   252   376
     6   254   461
   253    40   254
   254    40   461
    90    86   385
   385   253   254
   252   253   385
   385    86   252
   143   141   377
   377   141   146
   377    57   380
   380   143   377
   147   145   378
   378   145   151
   150   378   151
   378    57   377
   146   147   377
   377   147   378
   150   149   379
   379   149   153
   379    57   378
   378   150   379
   152   139   380
   380   139   142
   143   380   142
   380    57   379
   153   152   379
   379   152   380
    94    98   373
   373   257   255
   256   257   373
   373    98   256
     7    93   381
    93    41   381
   381    41   257
   257   256   381
     5   255    92
   257    41   255
   255    41    92
     6    96   254
   254    96   382
   384   382    96
    70    69   383
   383    69   384
   384    96   383
    69   100   384
   384   100    95
   385   254   382
   382   384   385
   384    95   385
   385    95    90
     7    97   459
   258    29    97
    97    29   459
    30    70   386
   386   258    97
    96   258   383
   383   258   386
   386    70   383
     6   458    96
    96   458   258
   458    29   258
    98    99   256
   256    99   259
   259   387   256
    99    71   259
    30   259    71
   386    97   387
   387   259   386
   259    30   386
     7   381    97
    97   381   387
   256   387   381
   388   260   263
   260    69   263
   263    69    70
     8   392   390
   390   392   388
   265   388   392
   263   390   388
   265    42   260
   260   388   265
   260   100    69
    42   100   260
   261    70    30
     9   478   389
   478    31   389
   389    31   262
   262   261   389
     8   390   479
   263   262   390
   262    31   390
   390    31   479
   263    70   261
   261   262   263
   264    71   101
    30    71   264
   391   264   268
   264   101   268
   268   101   102
     9   389   399
   399   389   391
   261   391   389
   268   399   391
   261    30   264
   264   391   261
     8   484   392
   484    43   392
   392    43   266
   266   265   392
    10   393   485
   267   266   393
   266    43   393
   393    43   485
   265   266   267
   267   105   265
   265   105    42
   191   189   394
   394   189   194
   195   394   194
   394    58   397
   397   191   394
   195   193   395
   395   193   199
   198   395   199
   395    58   394
   394   195   395
   198   197   396
   396   197   201
   200   396   201
   396    58   395
   395   198   396
   200   187   397
   397   187   190
   191   397   190
   397    58   396
   396   200   397
   269   270   268
   268   102   269
   269   102    45
    11   104   398
   104    44   398
   398    44   270
   270   269   398
     9   399   103
   268   270   399
   270    44   399
   399    44   103
    10   402   393
   393   402   400
   274   400   402
   267   393   400
   274    33   271
   271   400   274
   271    72   106
    33    72   271
   400   271   267
   271   106   267
   267   106   105
    11   401   483
   273   272   401
   272    32   401
   401    32   483
   274   272   273
   273    73   274
   274    73    33
    10   482   402
   482    32   402
   402    32   272
   272   274   402
   269    45   275
   275   403   269
   275   107    74
    45   107   275
   403   275   273
   275    74   273
   273    74    73
    11   398   401
   401   398   403
   269   403   398
   273   401   403
   404   109   405
   405   276   404
   276    33   404
    12   278   109
   109   278   405
   113   108   406
   406   108   276
   276   405   406
   405   278   406
   108    72   276
    33   276    72
   110   277   409
    13    75   110
   110    75   277
    75    34   277
    12   109   495
   277    34   109
   109    34   495
    33    73   404
   404    73   409
   409   277   404
   404   277   109
    74   107   407
   407   107   111
   408   407   281
   407   111   281
   281   111   112
    13   110   408
   407   408   110
    73    74   409
   409    74   407
   407   110   409
    12   114   278
   114    46   278
   278    46   279
    14   414   501
   280   279   414
   279    46   414
   414    46   501
   278   279   406
   406   279   280
   280   118   406
   406   118   113
   223   221   410
   410   221   226
   410    59   413
   413   223   410
   227   225   411
   411   225   231
   230   411   231
   411    59   410
   226   227   410
   410   227   411
   230   229   412
   412   229   233
   412    59   411
   411   230   412
   232   219   413
   413   219   222
   223   413   222
   413    59   412
   233   232   412
   412   232   413
   282   283   417
   417   283   281
   281   112   417
   417   112   117
    15   116   282
   116    47   282
   282    47   283
    13   408   115
   281   283   408
   283    47   408
   408    47   115
    14   120   414
   416   414   120
    63    62   415
   415    62   416
   416   120   415
    62    77   416
   416    77   119
   414   416   280
   416   119   280
   280   119   118
    15   121   499
   284    35   121
   121    35   499
    24    63   418
   418   284   121
   120   284   415
   415   284   418
   418    63   415
    14    76   120
   120    76   284
    76    35   284
   117   122   417
   417   122   285
   285   419   417
   419   282   417
   122    64   285
    24   285    64
   418   121   419
   419   285   418
   285    24   418
    15   282   121
   121   282   419
   111   107   286
    45   286   107
   420   123   421
   421   286   420
   286    45   420
    16   422   123
   123   422   421
   287   421   422
   112   111   287
   287   111   286
   286   421   287
   287   288   423
   423   112   287
    16   486   422
   486    48   422
   422    48   288
   288   287   422
    17   289   487
   288    48   289
   289    48   487
   117   112   423
   423   288   289
   423   289   424
   424   426   423
   426   122   423
   423   122   117
    17   124   289
   289   124   424
   426   424   124
    79    78   425
   425    78   426
   426   124   425
    78    64   426
   426    64   122
    45   102   420
   420   290   123
   125   290   431
   431   290   420
   420   102   431
    18   130   125
   125   130   290
   130    50   290
    16   123   129
   290    50   123
   123    50   129
   206   203   427
   427   203   210
   211   427   210
   427    60   430
   207   206   430
   430   206   427
   211   209   428
   428   209   214
   428    60   427
   427   211   428
   215   213   429
   429   213   217
   216   429   217
   429    60   428
   214   215   428
   428   215   429
   216   205   430
   430   205   207
   430    60   429
   429   216   430
    17   131   124
   124   131   291
   131    51   291
    19   128   493
   291    51   128
   128    51   493
    39    79   436
   436   291   128
   124   291   425
   425   291   436
   436    79   425
   102   101   431
   431   101   432
   432   125   431
   101    71   432
   432    71    99
   433   432   293
   432    99   293
   293    99    98
    18   125   433
   432   433   125
    18   433   126
   293   292   433
   292    49   433
   433    49   126
   294   292   435
   435   292   293
   293    98   435
   435    98    94
    19   127   294
   127    49   294
   294    49   292
    19   294   128
   128   294   434
    94    89   435
   435    89   295
   295   434   435
   434   294   435
    89    84   295
    39   295    84
   436   128   434
   434   295   436
   295    39   436
   437   298   438
   438   440   437
   440   108   437
   437   108   113
    20   132   298
   298   132   438
   440   438   132
   105   106   439
   439   106   440
   440   132   439
   106    72   440
   440    72   108
   296   297   437
   437   118   296
    21   470   441
   470    52   441
   441    52   297
   297   296   441
    20   298   471
   297    52   298
   298    52   471
   113   118   437
   437   297   298
   119    77   299
    36   299    77
   442   133   443
   443   299   442
   299    36   442
    21   441   133
   133   441   443
   296   443   441
   118   119   296
   296   119   299
   299   443   296
    20   476   132
   132   476   300
   476    54   300
    22   134   477
   300    54   134
   134    54   477
    42   105   450
   450   300   134
   132   300   439
   439   300   450
   450   105   439
   175   173   444
   444   173   178
   179   444   178
   444    61   447
   174   175   447
   447   175   444
   179   177   445
   445   177   183
   445    61   444
   444   179   445
   182   181   446
   446   181   185
   184   446   185
   446    61   445
   183   182   445
   445   182   446
   184   171   447
   447   171   174
   447    61   446
   446   184   447
    36    82   442
   442   301   133
   135   301   451
   451   301   442
   442    82   451
    23   137   135
   135   137   301
   137    55   301
    21   133   136
   301    55   133
   133    55   136
    22   305   134
   134   305   448
    90    95   449
   449    95   302
   302   448   449
   448   305   449
    95   100   302
    42   302   100
   450   134   448
   448   302   450
   302    42   450
    23   453   475
   304   303   453
   303    53   453
   453    53   475
   305   303   449
   449   303   304
   304    86   449
   449    86    90
    22   474   305
   474    53   305
   305    53   303
    82    83   451
   451    83   452
   452   135   451
    83    65   452
   452    65    85
   453   452   304
   452    85   304
   304    85    86
    23   135   453
   452   453   135
     5   140    68
    68   140   454
   454   140   307
   307   306   454
   306    28   454
   454    28    68
   307   141   143
   140   141   307
   138   142   139
   143   142   307
     4   455   138
   455    28   306
   307   142   306
   306   142   455
   142   138   455
     7   144    93
    93   144   456
   456   144   147
   309   308   147
   147   308   456
   308    41   456
   456    41    93
   146   309   147
   144   145   147
   146   141   309
   140   309   141
     5    92   140
   140    92   457
    92    41   457
   457    41   308
   308   309   457
   309   140   457
     6   148   458
   458   148   311
   311   310   458
   310    29   458
   311   149   150
   148   149   311
   144   151   145
   150   151   311
     7   459   144
   459    29   310
   311   151   310
   310   151   459
   151   144   459
     4   138    91
    91   138   460
   460   138   152
   313   312   152
   152   312   460
   312    40   460
   460    40    91
   153   313   152
   138   139   152
   153   149   313
   148   313   149
     6   461   148
   461    40   312
   312   313   461
   313   148   461
     1   156   462
   462   156   315
   315   314   462
   314    25   462
   315   157   159
   156   157   315
   154   158   155
   159   158   315
     0   463   154
   463    25   314
   315   158   314
   314   158   463
   158   154   463
     3   160    81
    81   160   464
   464   160   317
   317   316   464
   316    38   464
   464    38    81
   317   161   163
   160   161   317
   156   162   157
   163   162   317
     1    80   156
   156    80   465
    80    38   465
   465    38   316
   317   162   316
   316   162   465
   162   156   465
     2   164   466
   466   164   319
   319   318   466
   318    26   466
   319   165   166
   164   165   319
   160   167   161
   166   167   319
     3   467   160
   467    26   318
   319   167   318
   318   167   467
   167   160   467
     0   154   468
   468   154   321
   321   320   468
   320    37   468
   321   155   168
   154   155   321
   164   169   165
   168   169   321
     2   469   164
   469    37   320
   321   169   320
   320   169   469
   169   164   469
    21   172   470
   470   172   175
   323   322   175
   175   322   470
   322    52   470
   174   323   175
   172   173   175
   174   171   323
   170   323   171
    20   471   170
   471    52   322
   322   323   471
   323   170   471
    23   176   137
   137   176   472
   472   176   325
   325   324   472
   324    55   472
   472    55   137
   325   177   179
   176   177   325
   172   178   173
   179   178   325
    21   136   172
   172   136   473
   136    55   473
   473    55   324
   325   178   324
   324   178   473
   178   172   473
    22   180   474
   474   180   182
   327   326   182
   182   326   474
   326    53   474
   183   327   182
   180   181   182
   183   177   327
   176   327   177
    23   475   176
   475    53   326
   326   327   475
   327   176   475
    20   170   476
   476   170   329
   329   328   476
   328    54   476
   329   171   184
   170   171   329
   180   185   181
   184   185   329
    22   477   180
   477    54   328
   329   185   328
   328   185   477
   185   180   477
     9   188   478
   478   188   331
   331   330   478
   330    31   478
   331   189   191
   188   189   331
   186   190   187
   191   190   331
     8   479   186
   479    31   330
   331   190   330
   330   190   479
   190   186   479
    11   192   104
   104   192   480
   480   192   333
   333   332   480
   332    44   480
   480    44   104
   333   193   195
   192   193   333
   188   194   189
   195   194   333
     9   103   188
   188   103   481
   103    44   481
   481    44   332
   333   194   332
   332   194   481
   194   188   481
    10   196   482
   482   196   335
   335   334   482
   334    32   482
   335   197   198
   196   197   335
   192   199   193
   198   199   335
    11   483   192
   483    32   334
   335   199   334
   334   199   483
   199   192   483
     8   186   484
   484   186   337
   337   336   484
   336    43   484
   337   187   200
   186   187   337
   196   201   197
   200   201   337
    10   485   196
   485    43   336
   337   201   336
   336   201   485
   201   196   485
    16   202   486
   486   202   206
   339   338   206
   206   338   486
   338    48   486
   207   339   206
   202   203   206
   207   205   339
   204   339   205
    17   487   204
   487    48   338
   338   339   487
   339   204   487
    18   208   130
   130   208   488
   488   208   341
   341   340   488
   340    50   488
   488    50   130
   341   209   211
   208   209   341
   202   210   203
   211   210   341
    16   129   202
   202   129   489
   129    50   489
   489    50   340
   341   210   340
   340   210   489
   210   202   489
    19   212   127
   127   212   490
   490   212   215
   343   342   215
   215   342   490
   342    49   490
   490    49   127
   214   343   215
   212   213   215
   214   209   343
   208   343   209
    18   126   208
   208   126   491
   126    49   491
   491    49   342
   342   343   491
   343   208   491
    17   204   131
   131   204   492
   492   204   345
   345   344   492
   344    51   492
   492    51   131
   345   205   216
   204   205   345
   212   217   213
   216   217   345
    19   493   212
   493    51   344
   345   217   344
   344   217   493
   217   212   493
    13   220    75
    75   220   494
   494   220   347
   347   346   494
   346    34   494
   494    34    75
   347   221   223
   220   221   347
   218   222   219
   223   222   347
    12   495   218
   495    34   346
   347   222   346
   346   222   495
   222   218   495
    15   224   116
   116   224   496
   496   224   227
   349   348   227
   227   348   496
   348    47   496
   496    47   116
   226   349   227
   224   225   227
   226   221   349
   220   349   221
    13   115   220
   220   115   497
   115    47   497
   497    47   348
   348   349   497
   349   220   497
    14   228    76
    76   228   498
   498   228   351
   351   350   498
   350    35   498
   498    35    76
   351   229   230
   228   229   351
   224   231   225
   230   231   351
    15   499   224
   499    35   350
   351   231   350
   350   231   499
   231   224   499
    12   218   114
   114   218   500
   500   218   232
   353   352   232
   232   352   500
   352    46   500
   500    46   114
   233   353   232
   218   219   232
   233   229   353
   228   353   229
    14   501   228
   501    46   352
   352   353   501
   353   228   501
   
